abaspa tuktun.	flor de haba.
¿Imaynatataq maqasuchkanki?.	¿Cómo le golpea su pareja?.
Sapa punchawmi maqawan.	Todos los días me pega.
Sapa punchawmi qapariwan.	Todos los días me grita.
Sapa punchawmi kamiwan.	Todos los días me insulta.
Mana munasqayta ruwachiwan.	Me obliga a hacer cosas que no quiero.
¿Haykapmantapacham maqasunki?.	¿Desde cuándo le golpea?.
¿Kunanllaraqchu?.	¿Es la primera vez que pasa?.
¿Ñawpaq maqasurqanki?.	¿Le ha pegado antes?.
Chayllaraqmi.	Es la primera vez.
Chayllaraqmi.	Kunanllaraqmi.
Manam, haykaqpas manam maqawarqachu.	No, nunca me había pegado.
¿Hayka kutitañataq?.	¿Cuántas veces ha pasado?.
Ñam achka kutitañam.	Muchas veces ya.
Mana chanintapuni maqaykuwarqan.	Me ha pegado demasiado.
Sinchitapuni maqayukuwaq.	Me ha pegado muchísimo.
Qusaymi qarqumuwan.	Me ha botado de la casa.
¿Denunciata churarqankichu?.	¿Ha denunciado antes?.
Arí, qayna killatam.	Sí, el mes pasado.
Manam, chayllaraqmi hamuchkani.	No, primera vez que vengo.
¿Mana munachkaptiki qusayki obligasunkichu tupanakunaykipaq?.	¿Su esposo la obliga a tener relaciones sexuales?.
Arí. Obligawanmi.	Sí, me obliga.
¿Qusayki kamisunkichu?.	¿Su esposo la insulta?.
Arí. Sapa kuti kamiwan.	Sí, me insulta todo el tiempo.
Kumuykachachiwanmi.	Me hace sentir muy mal.
¿Imanasqataq mana kayman hamurankichu?.	¿Por qué no vino antes?.
Manañachá yapamantaqa nirqanim.	Pensé que no volvería a pasar.
Manañam maqasqaykichu niwarqam.	Me prometió no volver a pegarme.
Manañam chaynañachu kasaq niwarqam.	Me prometió que cambiaría.
¿Payllamantachu dependisqa kanki?.	¿Depende usted de él para vivir?.
¿Payllachu llamkan?.	¿Él es el único que trabaja?.
Arí.Manam llamkanichu.	Sí.Yo no trabajo.
¿Rakikuyta munankichu?.	¿Desea separarse?.
Manam, pitaq wawaykunawan yanapawanman.	No, quién me va a ayudar con mis hijos.
Manam, pitaq wawaykunaman mikuchinman.	No, quién va a alimentar a mis hijos.
¿Kanchu aylluykikuna yanapasuynaykipaq?.	¿Tiene familiares que le puedan ayudar?.
Manam piniypas kanchu.Manchakunim, doctora.	No tengo a nadie.  Tengo miedo, doctora.
Paywan kutiykanakuytaqa manañan munanichu.	No quiero volver con él.
¿Machasqachu maqasurqanki?.	¿Estaba borracho cuando le pegó?.
Arí, machasqa chayaramurqa.	Sí, llegó borracho.
Llumpay machaqmi.	Él es un borracho.
Manam, mallaqllam.	No, estaba sano.
Tumpan machasqam.	Había tomado un poco.
¿Qusayki upyanchu?.	¿Su esposo bebe?.
Llumpaytam machan/ Tomakuqmi.	Bebe demasiado/es un borracho.
¿Imatataq munankiman?.	¿Qué quiere que suceda?.
Wanananta munayman.	Quiero que no lo vuelva a hacer.
Qaqchaykapuwaychik yuyayta hapinanpaq.	Quiero que le llamen la atención para que reflexione.
¿Wasimanta lluqsinanta munankichu?.	¿Quiere usted que se vaya de la casa?.
Arí, manam paywan tiyayta atiniñachu.	Sí, porque ya no puedo más con él.
Arí, manam allinpaytaqa munaniñachu.	Sí, porque ya no quiero arreglarme con él.
Arí, imanaspapas imanasaqtaq.	Sí, no me queda otra salida.
Hinapi kachun, ichaqa qaqchaychik.	Que se quede, pero repréndanlo.
Chay kiriqniyki wasiykimanta lluqsinanpaq kamachisaqku.	Vamos a ordenar que el agresor salga de la casa de usted.
¿Kamarichisaqchu chay kiriqniyki wasiykimanta lluqsinanpaq?.	¿Quiere que ordenemos que el agresor salga de la casa de usted?.
Arí doctor, allinmi kanman.	Sí, doctor, sería bueno.
Sasachakuypi kachkanki.	Usted está en una situación grave.
Wañuy patapin kachkanki.	Está usted en peligro de muerte.
Qusaykiqa wañurachisunkimanmi.	Su esposo la puede matar.
Llapaykum manchakuniku.	 Todos le tenemos miedo.
Ancha manchapa imakunata pakanayki.	Guarde (esconda) los objetos peligrosos.
Pachaykipas, sapatupas, makillaykipi kachun.	Tenga a la mano ropa, zapatos.
Qayamuwaptikikuqa hamusaqku pachan.	Si usted nos llama, vendremos de inmediato.
¿Maypas kanchu ripukunaykipaq?.	¿Tiene usted otro lugar adonde ir?.
Arí taytamamaypaman.	Sí, donde mis padres.
Taytamamaykipa wasinman ripuy.	Vaya a la casa de sus padres.
Ñañaykipa wasinman ripuy.	Vaya a la casa de su hermana.
Wasimasiykipa wasinman ripuy.	Vaya a la casa de sus vecinos.
Manam, huk llaqtamantam kani.	No, soy de otro pueblo.
Manam, hawa llaqtamantam kani.	 No, vengo del campo.
Manam wasiymantaqa lluqsiymanchu.	No puedo salir de mi casa.
¿Kanchu wasimasiykikuna yanapasuynaykipaq?.	¿Tiene vecinos que le puedan ayudar?.
¡Warmi wawayta qusan maqarun!.	¡Mi hija ha sido agredida por su esposo!.
¡Ñañayta qusan maqarun!.	¡Mi hermana ha sido agredida por su esposo!.
¡Wasimasiytan qusan maqachkan!.	¡Mi vecina está siendo agredida por su esposo!.
¡Qipa taytaymi mamayta maqaran!.	¡Mi padrastro le pegó a mi mamá!.
¿Médico legistaman rirqanñachu?.	¿Ha ido ella al médico legista?.
Qawaykuq risaqku. ¿Manachu qanwan richwan?.	Iremos a verla. ¿Nos puede acompañar?.
Qayna punchaw warmiykita maqaykunki.	Ayer usted le pegó a su esposa.
¿Imanasqataq warmiykita maqarqanki?.	¿Por qué le ha pegado a su mujer?.
Manapunin yuyanichu.	 No me acuerdo de nada.
Paymi mana kasuwanchu.	Ella no me obedece.
Manam derechuykichu maqanaykipaq.	Usted no tiene ningún derecho a pegarle.
Imaynaña kaqtinpas manam maqanaykipaq atikunchu.	Pase lo que pase, usted no puede pegarle.
Wasimanta lluqsinayki.	Le ordenamos que salga de la casa.
Warmaymi maqaruwan.	Mi hijo me ha pegado.
Warmiymi maqaruwan.	Mi esposa me ha pegado.
Padrastroymi maqaruwan.	Mi padrastro me ha pegado.
Colegiopin warmayqa maltratasqa kachkan.	Mi hijo está siendo maltratado en el colegio.
¿Pitaq chay maltrataqrí?.	¿Quién lo maltrata?.
Yachaymasinkuna.	Sus compañeros.
¿Imarayku sarunchanku?.	¿Por qué lo maltratan?.
Manam kaymanta kasqayku rayku.	Porque no somos de acá.
Campumanta kasqayku rayku.	Porque somos del campo.
Sutiykumanta.	Por nuestro apellido.
Pullirawan churakuskaymanta.	Porque yo uso polleras.
Mana allintachu riman castellanuta. Nispa.	Dicen que habla mal el castellano.
¿Kamisunkichu icha maqasunkichu?.	¿Es maltrato físico o psicológico?.
Kaminkutaq.	Le insultan.
Tanqaykachankutaq.	Le empujan.
Haytankutaq.	Le patean.
Laqichunkutaq.	 Le dan bofetadas.
¡Sasa mamáy! ¡Allinpuni hamusqayki!.	¡Qué terrible! ¡Qué bueno que vino!.
¿Yachachiqkunawan rimarqankiñachu?.	¿Ha hablado con los profesores?.
¿Directorwan rimarqankiñachu?.	¿Ha hablado con el director?.
Manam uyariyta munawanchu.	No me quiere escuchar.
Arí, ichaqa manam problema allichayta munanchu.	Sí, pero no quieren arreglar el problema.
Arí, ichaqa manam yanapakuyta munankuchu.	Sí, pero no quieren ayudar.
Directortaq qayachisunchik.	Convocaremos al director.
Colegiotapas sancionachwanmi.	Podemos sancionar al colegio.
Además, el colegio tendrá que pagar una indemnización.	Chaymantapas, colegio indemnizacionta sayachipusunki.
Wallpa suwa.	Ladrón de gallinas.
¡Suwarquwanmi!	¡Me han robado!
¡Makiykita huqariy!	¡Arriba las manos!
Manam qullqiytam tarirqanichu.	No encuentro mi dinero.
Manam uywaykunata tarirqanichu.	No encuentro mis animales.
Qullqiytam hurqupariwan.	Me han sustraído mi dinero.
¿Piqpan kay celular?	¿De quién es este celular?
¿Piqpataq chay qipiri?	¿De quién es esa mochila?
Suwata hapirurqaku.	Capturaron al ladrón.
Uywa suwata hapirurqaku.	Capturaron al abigeo.
Qipiyta tarirquni.	Encontré mi mochila.
Qullqiyta tarirquni.	Encontré mi dinero.
Waykarquwanmi.	 Me han asaltado.
¿Haykataq suwakunari karan?.	¿Cuántos eran los ladrones?.
Kimsamantam waykarquwan.	Me asaltaron entre tres.
¿Chiqanchawaqchu suwakunataqa?	¿Puede describir a los ladrones?
¿Armasqachu kasqaku?	¿Estaban armados?
Arí, kuchunayuqmi.	Sí, el ladrón tenía cuchillo.
Arí, pistolayuqmi.	Sí, el ladrón tenía una pistola.
¿Suwaqniykikunari llaqtamantachu icha hukllaqtamantachu kanman karqa?	¿Las personas que le robaron eran de la zona o de otro lugar?
Mana riqsisqakunam karqanku.	Eran desconocidos.
Arí, kaymantam.	Sí, son del lugar.
Hapisqa runakuna.	Son las personas detenidas.
Hapisqa runa.	Es el detenido.
¿Imayna pachasqataq kasqaku?	¿Cómo estaban vestidos?
¿Imatataq suwarqusunki?	¿Qué le robaron?
Billeteraytam qichurquwan.	Me ha quitado mi billetera.
Celularniytam aparikunku.	Se han llevado mi celular.
Mochilaytam siqaykachinku.	Se han escapado con mi mochila.
Qullqiytam siqaykachinku.	Se han escapado con mi dinero.
¿Huk runakunatapas suwarqunchu?	¿Le robaron a más personas?
Arí, hukkunatapas.	Sí, a otros también.
Manam, ñuqallatam.	No, a mí nomás.
Qullqiytam hurqupariwan.	Me han sustraído mi dinero.
Celularniytam hurqupariwan.	Me han sustraído mi celular.
¿Maypitaq qullqiyki karqa?	¿Dónde tenía el dinero usted?
¿Maypitaq celularniyki karqa?	¿Dónde estaba el celular?
Carteraypim.	En mi cartera.
Wayaqaypim.	En mi bolso.
¿Hayka qullqitaq karqa?	¿Cuánto dinero le fue sustraído?
Kimsa pachakmi.	Eran trescientos.
¿Cuándo se dio cuenta del robo?.	¿Imay pachapitaq suwasusqaykita yachakurqanki?.
¿Imaynanpimá chay uywakunaykiqa chinkarurqa?.	¿Y cómo se perdieron sus animales?.
¿Hayka uywatataq suwarusunkikuri?.	¿Cuántos animales le robaron?.
chunka uvijata suwaruwanku.	Pichqa torota, isway wakata.
¿Imaynataq karqa uywaykikuna?.	¿Cómo eran los animales robados?.
Willarikuy imayna uywaykikuna kasqanta.	Describa cómo eran sus animales.
¿Imaynan wakaykikuna karqa?.	Describa cómo eran sus vacas.
Huknin chichu. Huknintaq tullu.	Una está preñada.  La otra es flaca.
¿Markasqachu utaq señalniyuqchu karqa?	¿Tenían alguna señal o marca?
Arí, señalniyuqmi.	Sí, tiene señal.
¿Maypitaq uywakunaqa karqa?	¿Dónde estaban los animales?
¿Maypitaq kuchikunaqa karqa?	¿Dónde estaban los cerdos?
Corralniypim karqa.	Estaban en mi corral.
¿Hukkunapatapas aparqanqunchu?	¿Le ha pasado esto a otras personas?
¿Sapa kutichu kaypiqa kayna?	¿Esto pasa muchas veces en su comunidad?
chaylla chayllam.	Sí, a cada momento Riki.
¿Pitaq kanman?	¿De quién sospecha?
Manam yachanichu.	No lo sé.
¿Pitaq yacharqa chay qullqiykipa kasqanta?	¿Quién sabía que tenía usted ese dinero?
Wasimasiymi.	Mi vecino.
Wasimasiychus hina kanman.	 Pudo ser mi vecino.
Wasimasiypunim.	Estoy seguro de que fue mi vecino.
Mana munachkaptiy kallparquwan.	He sufrido una violación.
¿Riqsinkichu kallparuqta?	¿Conoce al agresor?
Mana riqsisqa qarim.	Fue un hombre desconocido.
Arí riqsini. Wasimasiymi.	Sí, lo conozco. Es mi vecino.
Llaqtamasiymi.	Vive en el pueblo.
Ayllumasiymi.	Es un familiar mío.
¿Maypitaq kallparusurqanki?	¿En qué lugar se produjo la violación? 
¿Mana munakuchkaptiykichu icha munachkaptiykichu sutkumurqa?	¿Usted tuvo relaciones por la fuerza o fue con su voluntad?
¿Mana munakuchkaptiykichu ruwasurqanki?	¿Lo hizo contra su voluntad?
Mana munakuchkaptiymi.	Fue contra mi voluntad.
Chay runakunaqa sapallay kasqayta rikuruspankum sarunchakuwanku.	Los hombres aprovecharon de que estaba sola.
Médico legistaman rinayki.	Tiene que ir al médico legista.
Warmatam kallparqusqaku.	Han violado a un niña.
¿Pitaq sasachasqa?.	¿Quién es la víctima?.
Warmaymi.	Es mi hija.
Sobrinaymi.	Es mi sobrina.
Wasimasipa warmanmi.	Es el hijo de mi vecina.
¿Pitaq kallparuq runari?	¿Quién es el agresor?
Yachachiqmi violadorqa.	El violador es el profesor.
Taytallanmi violadorqa.	El violador es su padre.
Tionmi violadorqa.	El violador es su tío.
Wasimasinmi violadorqa.	El violador es su vecino.
¿Huk kutikunapas chaynarqachu?	¿Otras veces ha pasado?
Arí, sapa kuti kallpaqmi.	Sí, es un violador reincidente.
Achka yachaqkunatañam sasachasqa.	Ya ha abusado de varias alumnas.
Yachaqkunaqa rimariyta manchakunku.	Las alumnas tienen miedo de hablar.
Warmakunaqa rimariyta manchakunku.	Las chicas tienen miedo de hablar.
Taytamamakunapas denuncia churaytaqa manchakunku.	También los padres de familia tienen miedo de denunciar.
Wawaytan manam munachkaptin llachparurqaku.	A mi hija/hijo le han hecho tocamientos indebidos.
Ama llakikuychu. Huk kutillatam tapusunki.	No se preocupe, solo una vez le harán las preguntas. 
Psicologom warmaykitaqa tapunqa yanapananpaq.	Un psicólogo va a hacerle preguntas a su hija/o para ayudarla/o.
Ama pinqakuychu.	No se avergüence.
Mana qampa huchaykichu.	A No ha sido culpa de usted.
¿Pitaq wawaykiwan suwanakun?.	¿Con quién se escapó su hija?.
Kuyaqninwanchiki.	Seguro con su enamorado.
¿Hayka watayuqtaq wawayki?.	 ¿Cuántos años tiene su hija?.
Chunka pusaqniyuqmi.	Tiene dieciocho años.
Chunka tawayuqmi.	Catorce años tiene.
¿Hayka watayuqmi kuyaqnin?	¿Cuántos años tiene el enamorado?
Machu runañam.	Ya es adulto.
¡Haku maskamusun!	¡Vamos a buscarlos!
Maskamusunchik.	Los vamos a buscar.
¿Paypa wasinta maskaq rirqankichu?	¿Ha ido a buscarla a casa de él?
Manam riniraqchu.	Todavía no he ido.
Wardiawan riyta munani.	Quiero ir con un policía.
¿Imaynataq chay kuyaqninri?	¿Cómo es el enamorado?
¿Qam payta riqsinkichu?	¿Usted lo conoce a él?
Manam paytaqa riqsinichu.	No lo conozco.
¿Hayka tiempoñataq kuyanakusqanku?	¿Hace cuánto tiempo su hija tenía esa relación?
Kimsa killallaraqmi.	Tres meses nomás.
Huk watañam.	Ya es un año.
¿Michakurqankichu kuyanakunanta?	¿Usted se oponía a esa relación?
Arí, michakurqanim.	Sí, no estaba de acuerdo.
¿Imanasqataq michakurqanki?	¿Por qué se oponía usted?
Machuyasqa runa kaptinmi.	Porque él es mucho mayor. 
¿Wawayki wiksayuqchu karqa?	¿Su hija estaba embarazada?
Fiscalpa tapurispa ruwasqan.	Investigación fiscal. 
¿Pikunapiwantaq chayta rikurqaku?.	¿Alguien más vio lo que pasó?.
Wasimasiykunam lliwta rikurqaku.	Mis vecinos vieron todo.
Taytamamaymi rikurqaku.	Mis padres vieron.
Iskay warmim lliwta rikurqaku.	Dos mujeres vieron todo.
Turiymi rikurq.	Mi hermano lo vio.
¿Pikunataq chaypi karqa?	¿Quiénes estaban allí? 
Manam pipas imatapas rikurqachu.	Nadie vio nada.
Iskayllaykum.	Solamente nosotros dos.
Ñuqallam.	Solamente yo.
Sutiymi Freddy Manrique,denunciaykipi llamkaq fiscalmi kani.	Me llamo Freddy Manrique,soy el fiscal que está investigando su denuncia.
Chay wañuchimanta qawaq fiscalmi kani.	Soy el fiscal que está investigando el homicidio. 
Tapurikuqmi hamuchkaniku.	Venimos a hacer algunas preguntas.
Qampullayki, taytáy.	Acá estoy, señor.
Tapurinaykikupaqmi hamuchirqaykiku.	Le hemos citado para hacerle unas preguntas.
Maskamusarachkayki.	Lo estaba buscando a usted.
¿Imapaqmi maskamuwarqanki, jefe?.	¿Para qué me estaba buscando, jefe?.
¿Manachu Walter Huamán kachkanki?.	¿No es usted Walter Huamán?.
Paul Quispemanta qanwan rimaykunay kachkan.	Debo hablar con usted sobre Paul Quispe.
¿Paul Quispeta riqsinkichu?.	¿Conoce a Paul Quispe?. 
¿Paul Quispeta riqsirqankichu?.	¿Conocía a Paul Quispe?.
Arí, payta riqsini.	Sí, lo conozco.
Arí, riqsirqani.	Sí, lo conocía.
Paywanqa riqsinakuykun.	Nos conocemos. 
¿Haykamantataq riqsinakurqankichik?.	¿Hace cuánto se conocen?.
Imataq qanpaq payri?	Qué relación tenía con él?
Amigollaymi.	Es un amigo. 
Primaymi.	Es mi prima. 
Qarumanta riqsisqallaymi.	Solo lo conozco de vista.
Wañuchiqta riqsinkichu?	Conoce al asesino?
Suwata riqsirqankichu?	Conocía al ladrón?
Pitaq Victoriano Moralestari wañuchirqa?	Quién mató a Victoriano Morales?
Yachaspaykiqa, willaykuway.	Si lo sabe, dígamelo. 
Yachaspaykiqa, willaykuwayku.	Si lo sabe, díganoslo.
Llapantachu willariwankiku?	Nos contará todo?
Mayo killa chunka tawayuq punchawninpi, tawa horas tardeta maypitaq karqanki?	¿Dónde estaba usted el 14 de mayo a las 4 de la tarde?
Imatan ruwarqanki Mayo killa chunka tawayuq punchawninpi, tawa horas tardeta?	Qué estaba haciendo usted el 14 de mayo a las 4 de la tarde?
Imatam pakachkanki?	Qué está ocultando?
Imaraykum rimayta mana munankichu?	Por qué no quiere hablar?
Imaraykum upallanki, mamáy?	Por qué calla usted, señora?
Qusaykichu manchachisunki?	La está amenazando su esposo?
Manachu imatapas yachanki?	No sabe nada?
Manachu imatapas yuyachanki?	No recuerda nada?
Kayta willasqayki.	Le voy a contar algo.
Chiqaptam niykichik.	Les digo de verdad.
Manam llullakuykichu.	No le estoy mintiendo.
Uyarimusqaykita willaway.	Cuénteme lo que escuchó.
¿Imatam niwanayki kachkan?	¿Qué me tiene que decir?
¿Imakunamantata willawanayki?	¿Qué más me tiene que contar?
Paymi rimarinqa.	Él va a hablar.
Paymi chiqapta rimarinqa.	Ella le va a decir la verdad.
Tapukacharikamusaqraq.	Seguiré averiguando.
¿Imapaqtaq juzgadomanri rinay?	¿Por qué tengo que ir al juzgado?
Juzgaduman qayachimususqaykimanmi rinayki rikuq hina.	Tiene que acudir a la citación del juzgado en calidad de testigo.
Juzgadupa qayachimususqaykimanmi rinayki tumpasqa kasqayki hina.	Tiene que acudir a la citación del juzgado en calidad de acusado.
Tapusunkikun rikusqaykiman hina willakunaykipaq.	Le harán preguntas para que explique lo que sucedió.
Ñuqaqa waqtaykipim kasaq.	Yo estaré a su lado.
Manam llamkanaymanta lluqsimuyta atinichu.	No puedo salir de mi trabajo.
Abogadowanmi rinayki sayapakusunaykipaq.	Tiene que ir con un abogado que le defienda.
Abogadoman chanin chanaypaq mana qullqi kanchu.	No tengo dinero para pagar un abogado.
Mañakuwaqcha abogado de oficiota, mana qullqillapaq.	Puede pedir un abogado de oficio, no le costará.
Juezmi kamachikun hucha tumpasqa prisión preventivaman rinanpaq.	El juez dispuso orden de prisión preventiva para el imputado.
Juicio tukunankamachá wichqasqa kanqa.	Mientras dure el juicio él/ella estará preso.
Juezmi kamachikun hucha tumpasqa wasillampi kananpaq.	El juez dispuso orden de comparecencia para el imputado.
Kacharirqakuchu?	Lo han dejado libre?
Ari, ichaqa sapa killam juzgadoman asuykunan firmananpaq.	Sí, pero tiene que acercarse al juzgado cada mes para firmar.
Arí, ichaqa chay kamachikuyta allichachiyta atichwan.	Sí, pero podemos apelar esa orden.
DNIniykita qawachiway.	Muéstreme su DNI.
DNIniykita qawachinayki.	Tiene que mostrar su DNI.
¿Castillasimita yachankichu icha simi tikraqtachu munanki?	¿Necesita un traductor o sabe castellano?
Runasimillapi rimayta munani.	Prefiero hablar solamente en quechua.
¿Pitaq tikranqari?	¿Quién va a traducir?
Llamkayniykutam qawachinaykita munani.	Quiero explicar nuestro trabajo.
Llamkayniykutam qawachinaykita munaniku.	Queremos explicar nuestro trabajo.
¿Imaynam chay iskay suwaq runakuna karqa?	¿cómo eran las dos personas que le robaron?
¿Riqsinkichu chay suwaq runakunata?	¿Reconoce usted a las personas que le robaron?
¿Maqaqkunata rikururqankichu?	¿Pudo ver quiénes eran los agresores?
Willaway imaynanpitaq maqarusurqanki.	Explique en qué circunstancias sufrió la agresión.
Niskayqita kaqmanta willakuy chayman hinapunin kananpaq.	Tiene que repetir lo que ya dijo para que se ratifique su versión.
¿Imaynanpitaq chayta rikurqanki?	¿En qué circunstancias vio los hechos?
¿Pimanta musyapakunki?	¿De quién sospecha?
Firmanaykin rimasqaykiman hina kaptinqa.	Tiene que firmar si está de acuerdo.
Lliwmi actapi churasqa.	A Todo consta en acta.
¿Qamchu chaypi karqanki icha willasurqankikuchu?	¿Usted estuvo allí o le han contado?
¿Qanri chaypichu karqanki?	¿Usted estuvo en el lugar de los hechos?
¿Pipa nisqantaq yacharanki?	¿Por quién se enteró de lo sucedido?
¿Pitaq willasuranki?	¿Quién le contó lo sucedido?
Hukmi willamuwan.	Me avisó otra persona. 
¿Imaynanpitaq chayta rikurqanki?	¿Como viste eso?
Wasimasiymi willamuwan.	Mi vecino me avisó.
Kikiymi rikumuni.	Yo he visto.
Mariopa churinmi wallpasuwa.	El hijo de Mario es un ladrón de gallinas.
Rimanku, Mariopa churinqa wallpasuwas.	Se comenta que el hijo de Mario es un ladrón de gallinas.
Arí, masaypunim karqa.	Yo sé que ha sido mi yerno.
Ari, wasimasiypunim karqa.	Yo sé que ha sido mi vecino.
Chay runapunim karqa.	Yo sé que ha sido ese hombre.
Chay warmipunim karqa.	Yo sé que ha sido esa mujer.
Chay qaripunim karqa.	Yo sé que ha sido ese varón.
Mariopa churinqa wallpasuwapunim.	Sé que el hijo de Mario es un ladrón de gallinas.
Icha qam suwata rikurqanki.	Quizá usted vio al ladrón.
Icha qam wañuchiqta rikurqanki.	Quizá usted vio al asesino.
Paypaschá suwa karqa.	Quizá él era el ladrón. 
